order_id	customers	city	state	order_date	total_units	revenue	product_name	category_name	store_name	sales_rep	brand_name
28	Eleni Gordon	Richmond Hill	NY	19/01/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Heller
28	Eleni Gordon	Richmond Hill	NY	19/01/2016	1	469.99	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
28	Eleni Gordon	Richmond Hill	NY	19/01/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
29	Laureen Barry	Orchard Park	NY	20/01/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
29	Laureen Barry	Orchard Park	NY	20/01/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
29	Laureen Barry	Orchard Park	NY	20/01/2016	2	1099.98	Electra Townie Original 21D - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
29	Laureen Barry	Orchard Park	NY	20/01/2016	1	469.99	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
29	Laureen Barry	Orchard Park	NY	20/01/2016	1	1799.99	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
30	Yvone Guerrero	Merrick	NY	20/01/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
30	Yvone Guerrero	Merrick	NY	20/01/2016	1	429	Pure Cycles Vine 8-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Pure Cycles
30	Yvone Guerrero	Merrick	NY	20/01/2016	1	449	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Pure Cycles
30	Yvone Guerrero	Merrick	NY	20/01/2016	1	2899.99	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
30	Yvone Guerrero	Merrick	NY	20/01/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
31	Edgar Quinn	Harlingen	TX	20/01/2016	2	3361.98	Surly Straggler 650b - 2016	Cyclocross Bicycles	Rowlett Bikes	Kali Vargas	Surly
31	Edgar Quinn	Harlingen	TX	20/01/2016	2	5999.98	Trek Conduit+ - 2016	Electric Bikes	Rowlett Bikes	Kali Vargas	Trek
32	Kimbery Nieves	San Carlos	CA	21/01/2016	2	1099.98	Electra Townie Original 21D - 2016	Cruisers Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
32	Kimbery Nieves	San Carlos	CA	21/01/2016	2	999.98	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
32	Kimbery Nieves	San Carlos	CA	21/01/2016	2	3599.98	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Trek
33	Verona O'neill	Selden	NY	21/01/2016	2	599.98	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
33	Verona O'neill	Selden	NY	21/01/2016	1	3999.99	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
34	Sarai Mckee	Buffalo	NY	22/01/2016	2	858	Pure Cycles Vine 8-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Pure Cycles
34	Sarai Mckee	Buffalo	NY	22/01/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Baldwin Bikes	Marcelene Boyer	Surly
34	Sarai Mckee	Buffalo	NY	22/01/2016	2	3599.98	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
35	Neville Mcclain	West Hempstead	NY	22/01/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
35	Neville Mcclain	West Hempstead	NY	22/01/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
35	Neville Mcclain	West Hempstead	NY	22/01/2016	2	1199.98	Electra Townie Original 7D EQ - Women's - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
35	Neville Mcclain	West Hempstead	NY	22/01/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Heller
35	Neville Mcclain	West Hempstead	NY	22/01/2016	1	449	Pure Cycles Western 3-Speed - Women's - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Pure Cycles
36	Shantel Gregory	West Islip	NY	23/01/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Heller
36	Shantel Gregory	West Islip	NY	23/01/2016	2	1999.98	Surly Wednesday Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
36	Shantel Gregory	West Islip	NY	23/01/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Baldwin Bikes	Marcelene Boyer	Trek
37	Tomika Larson	Woodside	NY	25/01/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
38	Lashandra Turner	Long Beach	NY	25/01/2016	1	299.99	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
38	Lashandra Turner	Long Beach	NY	25/01/2016	1	549.99	Electra Townie Original 21D - 2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
38	Lashandra Turner	Long Beach	NY	25/01/2016	1	499.99	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
38	Lashandra Turner	Long Beach	NY	25/01/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Baldwin Bikes	Venita Daniel	Surly
38	Lashandra Turner	Long Beach	NY	25/01/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
39	Travis Whitley	Saint Albans	NY	25/01/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
39	Travis Whitley	Saint Albans	NY	25/01/2016	1	529.99	Electra Moto 1 - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
39	Travis Whitley	Saint Albans	NY	25/01/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
39	Travis Whitley	Saint Albans	NY	25/01/2016	2	1999.98	Surly Wednesday Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Surly
40	Darren Witt	Coachella	CA	27/01/2016	1	429	Pure Cycles Vine 8-Speed - 2016	Cruisers Bicycles	Santa Cruz Bikes	Genna Serrano	Pure Cycles
40	Darren Witt	Coachella	CA	27/01/2016	2	3599.98	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Trek
41	Ingeborg Ellison	Ithaca	NY	27/01/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
41	Ingeborg Ellison	Ithaca	NY	27/01/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Heller
41	Ingeborg Ellison	Ithaca	NY	27/01/2016	2	898	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Pure Cycles
42	Corene Swanson	Rego Park	NY	27/01/2016	1	449	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Pure Cycles
43	Elana Miles	Liverpool	NY	27/01/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
43	Elana Miles	Liverpool	NY	27/01/2016	2	1099.98	Electra Townie Original 21D - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
44	Olympia Figueroa	Hopewell Junction	NY	28/01/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
44	Olympia Figueroa	Hopewell Junction	NY	28/01/2016	1	3999.99	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
45	Carissa Cross	Huntington Station	NY	28/01/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
45	Carissa Cross	Huntington Station	NY	28/01/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
45	Carissa Cross	Huntington Station	NY	28/01/2016	2	5799.98	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
46	Eldridge Greer	Central Islip	NY	29/01/2016	1	429	Pure Cycles Vine 8-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Pure Cycles
47	Joshua Berg	Ossining	NY	29/01/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
47	Joshua Berg	Ossining	NY	29/01/2016	1	529.99	Electra Moto 1 - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
47	Joshua Berg	Ossining	NY	29/01/2016	2	999.98	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
47	Joshua Berg	Ossining	NY	29/01/2016	1	469.99	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Surly
48	Josephine Dale	Baldwinsville	NY	30/01/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
48	Josephine Dale	Baldwinsville	NY	30/01/2016	2	2641.98	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Heller
48	Josephine Dale	Baldwinsville	NY	30/01/2016	1	1680.99	Surly Straggler 650b - 2016	Cyclocross Bicycles	Baldwin Bikes	Venita Daniel	Surly
48	Josephine Dale	Baldwinsville	NY	30/01/2016	1	2899.99	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
49	Taisha Vang	Shirley	NY	31/01/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
50	Silas Tate	Corpus Christi	TX	31/01/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
50	Silas Tate	Corpus Christi	TX	31/01/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Rowlett Bikes	Kali Vargas	Electra
50	Silas Tate	Corpus Christi	TX	31/01/2016	1	999.99	Surly Wednesday Frameset - 2016	Mountain Bikes	Rowlett Bikes	Kali Vargas	Surly
51	Jamaal Baker	Elmhurst	NY	01/02/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
51	Jamaal Baker	Elmhurst	NY	01/02/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
51	Jamaal Baker	Elmhurst	NY	01/02/2016	1	599.99	Electra Townie Original 7D EQ - Women's - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
52	Twana Arnold	Anaheim	CA	03/02/2016	1	499.99	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Santa Cruz Bikes	Mireya Copeland	Electra
53	Margit Osborn	Plainview	NY	03/02/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
53	Margit Osborn	Plainview	NY	03/02/2016	2	599.98	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
53	Margit Osborn	Plainview	NY	03/02/2016	2	999.98	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
53	Margit Osborn	Plainview	NY	03/02/2016	2	3599.98	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
54	Inge Olsen	Long Beach	NY	04/02/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
54	Inge Olsen	Long Beach	NY	04/02/2016	1	999.99	Surly Wednesday Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Surly
55	Chanel May	Garden City	NY	04/02/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
55	Chanel May	Garden City	NY	04/02/2016	2	1059.98	Electra Moto 1 - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
